Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
23345,1,0,Sales,Bio statistician,Others,H,Medical Officer,PG,Psychology,Kolkata,2019.0,Psychology,Kolkata,2013.0,Mangalore,Ahmedabad,539690,N,D,2,1,1,0,645469
55133,5,3,Sales,Consultant,Aviation,G,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Pune,Bhubaneswar,697365,N,A,2,1,1,0,906574
36975,16,14,Marketing,Sales Execituve,Others,H,Product Manager,Grad,Psychology,Guwahati,2004.0,Mathematics,Bhubaneswar,2006.0,Pune,Kolkata,2579812,N,B,5,0,0,0,3224765
31639,15,1,Sales,Scientist,Aviation,O,Sr.Manager,Doctorate,Statistics,Bhubaneswar,1996.0,Statistics,Bhubaneswar,1998.0,Delhi,Kolkata,2207808,N,A,3,7,0,0,2980540
26226,9,1,Marketing,Team Lead,IT,G,Product Manager,PG,Others,Lucknow,2004.0,Others,Lucknow,2006.0,Lucknow,Guwahati,2052655,Y,D,1,4,0,0,2492744
49776,16,4,Healthcare,Others,Automobile,N,Research Analyst,PG,Botony,Mumbai,1998.0,Botony,Mumbai,2000.0,Kolkata,Chennai,2264671,N,B,2,5,1,0,2944072
42231,20,17,Marketing,Team Lead,IT,C,Consultant,PG,Zoology,Lucknow,2000.0,Zoology,Lucknow,2017.0,Delhi,Lucknow,2255263,N,D,3,2,2,0,2697294
49848,4,0,Engineering,Associate,Automobile,C,Marketing Manager,Doctorate,Statistics,Mangalore,2007.0,Statistics,Mangalore,2009.0,Delhi,Surat,1207463,Y,D,3,6,0,0,1555212
24774,18,4,Others,Consultant,Retail,B,HR,PG,Botony,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Surat,3290900,N,C,2,1,0,0,3935916
12419,13,11,Others,Sales Manager,IT,L,Data Analyst,Doctorate,Botony,Lucknow,2007.0,Botony,Lucknow,2013.0,Surat,Chennai,2182391,N,C,5,0,0,0,2710529
56480,3,0,Banking,Business Analyst,IT,M,Others,PG,Botony,Bhubaneswar,2009.0,Botony,Bhubaneswar,2011.0,Bhubaneswar,Bangalore,768367,N,D,3,3,0,0,918966
21297,4,4,Accounts,Sales Manager,IT,I,Network Engineer,Grad,Economics,Delhi,2010.0,Economics,Delhi,2012.0,Mangalore,Nagpur,641581,N,A,1,5,2,0,834055
26204,15,8,IT-Software,Business Analyst,FMCG,H,Assistant Manager,PG,Statistics,Delhi,1997.0,Statistics,Delhi,1999.0,Surat,Bangalore,2362348,N,C,5,8,0,0,2825368
36833,23,14,Others,Others,IT,I,Network Engineer,Doctorate,Engineering,Surat,1991.0,Engineering,Surat,1993.0,Jaipur,Ahmedabad,3021470,N,B,2,3,0,0,4078984
49032,4,2,Marketing,Bio statistician,Automobile,K,Network Engineer,Doctorate,Statistics,Guwahati,2009.0,Others,Guwahati,2011.0,Nagpur,Nagpur,1351149,N,D,6,7,0,0,1678127
51857,14,8,Sales,Consultant,Others,H,Medical Officer,Doctorate,Botony,Surat,2006.0,Botony,Surat,2011.0,Lucknow,Surat,2228918,N,A,6,0,0,0,3009039
51657,3,1,Engineering,Financial Analyst,BFSI,M,HR,PG,Psychology,Jaipur,2011.0,Psychology,Jaipur,2013.0,Jaipur,Kolkata,713525,N,C,3,8,1,0,853375
19293,16,5,Marketing,Senior Researcher,Aviation,L,Others,Grad,Botony,Mangalore,1995.0,Botony,Mangalore,1997.0,Surat,Delhi,2519880,N,D,3,6,0,0,2897862
44116,11,5,Others,Senior Researcher,Aviation,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Guwahati,1425355,N,C,3,6,3,0,1639158
18029,4,4,Banking,Project Manager,IT,G,Medical Officer,PG,Sociology,Nagpur,2016.0,Sociology,Nagpur,2019.0,Jaipur,Mangalore,1268052,N,A,4,1,1,0,1714406
20101,7,4,Others,Financial Analyst,Insurance,O,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Bangalore,825344,N,B,4,6,4,0,1031680
32300,5,3,Marketing,Bio statistician,FMCG,B,Manager,Grad,Zoology,Mangalore,2006.0,Zoology,Mangalore,2008.0,Pune,Lucknow,695047,N,D,3,7,0,0,799304
58831,13,12,Top Management,Area Sales Manager,IT,H,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mumbai,Kolkata,1113423,N,D,2,4,3,0,1280436
14122,20,4,Engineering,Head,Aviation,F,Product Manager,Doctorate,Mathematics,Kolkata,1994.0,Mathematics,Kolkata,1996.0,Kolkata,Pune,3907717,Y,Key_Performer,6,7,0,0,5470803
40066,6,2,Sales,Bio statistician,Training,I,Marketing Manager,PG,Economics,Kolkata,2014.0,Economics,Kolkata,2014.0,Mangalore,Mangalore,1276964,N,A,2,0,1,0,1726455
16530,10,9,Marketing,Consultant,Automobile,M,HR,Grad,Arts,Pune,2010.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Pune,1836380,N,A,1,1,0,0,2295475
41765,7,6,HR,Sales Manager,Telecom,O,HR,Grad,Psychology,Pune,2004.0,Psychology,Pune,2006.0,Bhubaneswar,Kanpur,1177115,N,B,4,4,0,0,1471393
12503,2,0,Others,Financial Analyst,Others,F,Product Manager,Grad,Mathematics,Mangalore,2009.0,Mathematics,Mangalore,2011.0,Lucknow,Guwahati,601182,N,C,1,6,0,0,691359
28813,4,0,Banking,Associate,Training,I,Others,PG,Others,Ahmedabad,2008.0,Chemistry,Ahmedabad,2010.0,Nagpur,Kolkata,879933,N,D,4,8,1,0,1052399
26456,18,0,Marketing,Head,Training,H,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Lucknow,Delhi,2432197,N,B,2,7,2,1,3040246
16768,18,4,Education,Consultant,IT,A,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Nagpur,2192520,Y,B,6,6,5,0,2850276
38721,14,11,Education,Others,Aviation,P,Medical Officer,PG,Botony,Jaipur,2006.0,Botony,Jaipur,2022.0,Kanpur,Ahmedabad,1621825,N,A,4,2,1,0,2108372
43912,9,3,Healthcare,Financial Analyst,Telecom,L,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Jaipur,1241147,N,B,4,8,5,0,1551433
23492,2,1,Others,Financial Analyst,Others,J,Network Engineer,Grad,Economics,Surat,2011.0,Economics,Surat,2013.0,Pune,Surat,410620,Y,B,2,4,3,0,513275
30927,6,5,IT-Software,Financial Analyst,Aviation,N,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Surat,904541,Y,Key_Performer,2,4,1,0,1222939
21790,8,4,Others,Project Manager,Training,B,Data Analyst,Doctorate,Psychology,Bangalore,2012.0,Psychology,Bangalore,2008.0,Bangalore,Bangalore,1608987,N,Key_Performer,6,1,0,0,2259017
27734,16,15,Healthcare,Analyst,Insurance,G,Sr.Manager,Doctorate,Chemistry,Bangalore,1997.0,Chemistry,Bangalore,1999.0,Chennai,Mumbai,3519652,N,D,3,7,0,0,4371407
56681,15,8,Marketing,Business Analyst,IT,B,Assistant Manager,Doctorate,Sociology,Kolkata,1999.0,Sociology,Kolkata,2001.0,Mumbai,Delhi,1681659,N,A,6,3,0,0,2270239
29740,23,11,Accounts,CEO,IT,B,Web Designer,Doctorate,Statistics,Guwahati,1991.0,Statistics,Guwahati,1993.0,Kanpur,Kanpur,2971324,Y,C,5,7,0,0,3827065
32811,17,8,Top Management,Sales Execituve,Retail,I,Sr.Manager,PG,Mathematics,Ahmedabad,2003.0,Mathematics,Ahmedabad,2018.0,Nagpur,Ahmedabad,3198933,Y,A,6,2,1,0,4222591
50079,19,2,Top Management,Senior Researcher,Insurance,F,HR,PG,Sociology,Surat,2001.0,Others,Surat,2008.0,Lucknow,Bhubaneswar,3076152,N,D,6,1,1,0,3679077
30113,12,4,Others,Business Analyst,Aviation,D,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Mangalore,Lucknow,1577740,Y,Key_Performer,2,4,1,0,2051062
23410,14,13,HR,Senior Researcher,Training,J,HR,Grad,Sociology,Pune,2000.0,Sociology,Pune,2002.0,Bangalore,Bangalore,1940406,Y,Key_Performer,3,7,0,0,2483719
26480,5,0,Analytics/BI,Project Manager,Telecom,M,Web Designer,Doctorate,Statistics,Mumbai,2009.0,Statistics,Mumbai,2011.0,Guwahati,Lucknow,1178937,N,B,5,7,0,0,1591564
37924,16,4,Marketing,Sales Manager,IT,H,Others,Grad,Botony,Nagpur,2004.0,Mathematics,Bhubaneswar,2006.0,Surat,Mumbai,2494850,N,C,4,1,0,0,2869077
23561,2,0,Engineering,Financial Analyst,Training,B,Others,Doctorate,Chemistry,Ahmedabad,2012.0,Chemistry,Ahmedabad,2014.0,Jaipur,Lucknow,712294,N,C,2,4,0,0,819138
20807,20,9,Top Management,CEO,Automobile,D,Data Analyst,Grad,Statistics,Surat,1992.0,Others,Surat,1994.0,Surat,Jaipur,2559749,Y,Key_Performer,5,5,0,1,3276478
18877,22,5,Marketing,Others,BFSI,B,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Mumbai,1798112,N,D,6,2,3,0,2067828
35852,19,0,Sales,Sales Manager,Analytics,B,Data Analyst,PG,Chemistry,Bhubaneswar,1994.0,Chemistry,Bhubaneswar,1996.0,Guwahati,Nagpur,2970618,N,C,4,3,1,0,3552859
35074,19,17,Engineering,Analyst,Telecom,F,Others,PG,Mathematics,Jaipur,1995.0,Others,Jaipur,1997.0,Bangalore,Bhubaneswar,2225653,N,B,5,6,1,0,2893348
19262,22,19,Engineering,Consultant,IT,K,Marketing Manager,PG,Psychology,Nagpur,1992.0,Psychology,Nagpur,1994.0,Bangalore,Guwahati,2613282,N,A,3,3,0,0,3397266
23594,24,7,Healthcare,Project Manager,FMCG,I,Research Analyst,Grad,Sociology,Bhubaneswar,1996.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Jaipur,2454216,N,A,4,0,1,0,3067770
15975,25,16,Analytics/BI,Team Lead,Retail,D,Data Analyst,PG,Statistics,Nagpur,1987.0,Statistics,Nagpur,1989.0,Ahmedabad,Surat,2281081,N,D,6,4,0,0,2728172
31123,21,21,Marketing,Others,Telecom,E,Research Analyst,Doctorate,Botony,Mangalore,1999.0,Botony,Mangalore,2021.0,Mumbai,Kolkata,3324978,Y,Key_Performer,4,2,0,0,4654969
30133,24,2,Marketing,CEO,Automobile,J,Research Analyst,Doctorate,Psychology,Mumbai,1996.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Mangalore,2510368,N,B,4,0,0,1,3388996
52074,6,2,Top Management,Associate,FMCG,I,Software Developer,Doctorate,Engineering,Delhi,2006.0,Engineering,Delhi,2008.0,Bhubaneswar,Bhubaneswar,1939634,Y,A,3,8,0,0,2824107
17686,5,3,Analytics/BI,Data scientist,Automobile,D,Marketing Manager,Grad,Zoology,Kolkata,2015.0,Zoology,Kolkata,2014.0,Surat,Chennai,616484,N,B,3,0,0,1,770605
56094,5,2,Marketing,Financial Analyst,Training,H,Manager,Doctorate,Arts,Mumbai,2008.0,Arts,Mumbai,2010.0,Surat,Ahmedabad,1036001,N,B,3,3,0,0,1398601
26434,25,0,Sales,Bio statistician,Automobile,I,HR,PG,Zoology,Surat,1989.0,Zoology,Surat,1991.0,Delhi,Pune,2940672,N,C,6,5,1,0,3517043
47211,8,1,Engineering,Others,Insurance,F,Data Analyst,PG,Psychology,Pune,2005.0,Psychology,Pune,2007.0,Chennai,Chennai,1027955,N,B,6,7,1,0,1336341
20445,24,6,Marketing,Others,Insurance,M,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kolkata,Kolkata,1734593,N,C,6,3,0,0,1994781
33874,23,5,Education,Analyst,Automobile,E,Network Engineer,Grad,Others,Ahmedabad,1990.0,Sociology,Ahmedabad,1992.0,Guwahati,Lucknow,1656041,Y,D,6,7,1,0,1950153
51605,16,7,Analytics/BI,Senior Researcher,Training,J,Research Analyst,PG,Botony,Mumbai,2004.0,Botony,Mumbai,2012.0,Chennai,Bangalore,2667781,N,A,5,1,0,0,3468115
20083,14,4,Banking,Sales Execituve,Others,A,Director,Doctorate,Statistics,Kolkata,1998.0,Statistics,Kolkata,2000.0,Chennai,Kanpur,2209817,N,D,2,3,0,0,2744592
35827,10,0,Sales,Bio statistician,Retail,C,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Lucknow,1148529,N,D,3,6,3,0,1320808
28900,19,18,Education,Team Lead,Telecom,F,Research Analyst,Doctorate,Engineering,Kolkata,1992.0,Engineering,Kolkata,1994.0,Delhi,Bhubaneswar,2801250,Y,C,4,6,0,0,3608010
14486,17,15,HR,Sales Execituve,Others,J,Marketing Manager,Doctorate,Engineering,Kolkata,1997.0,Engineering,Kolkata,1999.0,Jaipur,Mumbai,2286560,Y,Key_Performer,3,3,0,0,3201184
20181,16,9,IT-Software,Project Manager,Training,O,HR,Grad,Statistics,Bhubaneswar,1996.0,Others,Bhubaneswar,1998.0,Kanpur,Guwahati,2583173,N,C,2,8,0,0,2970648
19364,9,3,Others,Bio statistician,Telecom,I,Assistant Manager,Doctorate,Statistics,Mumbai,2004.0,Statistics,Mumbai,2006.0,Bhubaneswar,Nagpur,1460533,N,B,5,5,0,0,1971719
51772,17,12,Marketing,Bio statistician,IT,N,Product Manager,Doctorate,Economics,Surat,1995.0,Economics,Surat,1997.0,Chennai,Ahmedabad,2593120,Y,C,4,7,0,0,3339938
18703,19,3,Others,Head,Retail,P,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Chennai,Jaipur,1879781,Y,A,3,1,0,1,2443715
23332,14,12,Education,Scientist,BFSI,G,Web Designer,Grad,Others,Kolkata,2006.0,Zoology,Kolkata,2014.0,Guwahati,Guwahati,1876787,N,D,3,2,3,1,2158305
34485,12,2,Analytics/BI,Business Analyst,Automobile,N,Marketing Manager,Grad,Others,Guwahati,2002.0,Mathematics,Guwahati,2004.0,Ahmedabad,Ahmedabad,1959718,Y,A,6,4,0,0,2508439
11766,1,1,HR,Sales Execituve,IT,N,Network Engineer,PG,Mathematics,Lucknow,2011.0,Mathematics,Lucknow,2013.0,Kanpur,Kanpur,430832,N,B,1,5,0,0,551464
31738,2,2,Analytics/BI,Analyst,IT,O,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Nagpur,Nagpur,420527,N,B,2,7,2,0,525658
32890,15,9,Marketing,Business Analyst,Analytics,L,Sr.Manager,Doctorate,Arts,Mumbai,2005.0,Arts,Mumbai,2017.0,Ahmedabad,Lucknow,2170694,N,B,3,2,0,0,2930436
18123,0,0,Marketing,Others,Training,M,HR,Doctorate,Botony,Pune,2011.0,Botony,Pune,2013.0,Nagpur,Pune,0,N,B,0,4,0,0,855680
50122,13,3,Marketing,Analyst,Retail,K,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bhubaneswar,Guwahati,1240871,N,A,3,0,3,0,1551088
21645,6,5,Analytics/BI,Data scientist,FMCG,H,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kanpur,Mangalore,1175335,N,A,3,2,1,0,1527935
34069,20,13,IT-Software,Financial Analyst,Training,G,Web Designer,PG,Engineering,Mumbai,2000.0,Engineering,Mumbai,2012.0,Pune,Surat,3065319,N,D,4,0,1,0,3666121
27455,14,5,Banking,Consultant,IT,E,Assistant Manager,Grad,Economics,Guwahati,2000.0,Economics,Guwahati,2002.0,Surat,Ahmedabad,2065467,Y,C,2,6,2,0,2432293
33613,2,2,Marketing,Others,Insurance,N,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Kanpur,Pune,424598,N,C,3,3,2,0,488287
44466,25,12,HR,Senior Researcher,Retail,B,Marketing Manager,PG,Psychology,Pune,1995.0,Psychology,Pune,2012.0,Nagpur,Kanpur,2836671,Y,Key_Performer,6,2,0,0,3744405
19517,0,0,Marketing,Others,Training,M,HR,Grad,Chemistry,Mumbai,2013.0,Chemistry,Mumbai,2015.0,Kolkata,Surat,0,N,B,0,4,0,0,685425
26263,9,3,Top Management,Area Sales Manager,Automobile,H,Others,Grad,Sociology,Pune,2011.0,Mathematics,Bhubaneswar,2006.0,Chennai,Mangalore,1301694,N,B,6,1,0,0,1627117
34492,23,15,Banking,Consultant,Aviation,G,Sr.Manager,PG,Arts,Lucknow,1997.0,Arts,Lucknow,2023.0,Pune,Jaipur,2794826,N,D,6,0,0,0,3342611
12891,7,1,Education,Others,IT,C,HR,PG,Zoology,Mumbai,2005.0,Zoology,Mumbai,2007.0,Surat,Pune,1054945,N,D,4,7,1,0,1261714
33250,4,4,Healthcare,Others,Telecom,B,Data Analyst,PG,Psychology,Pune,2016.0,Psychology,Pune,2015.0,Nagpur,Pune,975045,N,C,2,2,1,0,1166153
14553,19,13,IT-Software,CEO,BFSI,H,Data Analyst,Doctorate,Statistics,Pune,1993.0,Others,Pune,1995.0,Delhi,Delhi,2570970,Y,D,6,6,0,1,3311409
56560,23,4,Engineering,Consultant,Automobile,G,Assistant Manager,PG,Botony,Jaipur,1988.0,Botony,Jaipur,1990.0,Chennai,Surat,3067856,N,D,6,5,1,0,3669155
23151,17,16,IT-Software,Project Manager,Training,C,Assistant Manager,Grad,Others,Jaipur,1996.0,Zoology,Jaipur,1998.0,Kanpur,Mumbai,2657190,N,C,3,6,0,0,3055768
26607,15,2,Top Management,Area Sales Manager,FMCG,H,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Lucknow,Delhi,1883369,N,B,3,8,3,0,2354211
17313,11,9,Others,Sales Execituve,Telecom,E,Research Analyst,PG,Sociology,Bangalore,2009.0,Others,Bangalore,2014.0,Nagpur,Kanpur,1651751,N,Key_Performer,2,0,1,0,2147276
41773,15,10,Sales,Scientist,Others,E,Network Engineer,Doctorate,Engineering,Bangalore,2005.0,Engineering,Bangalore,2022.0,Surat,Kolkata,1995410,N,A,3,0,0,1,2693803
21529,4,3,Engineering,Scientist,Retail,D,Consultant,Grad,Mathematics,Pune,2007.0,Mathematics,Pune,2009.0,Delhi,Delhi,567154,N,C,3,8,0,0,652227
52142,10,3,Sales,Others,Automobile,J,Medical Officer,PG,Chemistry,Ahmedabad,2010.0,Chemistry,Ahmedabad,2020.0,Jaipur,Nagpur,1713612,N,D,4,0,1,0,2049479
21557,10,6,IT-Software,Financial Analyst,Aviation,H,Marketing Manager,Doctorate,Economics,Delhi,2003.0,Economics,Delhi,2005.0,Chennai,Mangalore,1861050,Y,Key_Performer,4,4,0,0,2605470
29840,18,16,IT-Software,Business Analyst,IT,C,Assistant Manager,Doctorate,Statistics,Guwahati,1995.0,Statistics,Guwahati,1997.0,Jaipur,Bhubaneswar,3343448,Y,Key_Performer,6,6,0,0,4680827
19878,18,2,Sales,Head,Telecom,M,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Lucknow,2091423,Y,A,4,1,1,0,2718849
11625,17,5,Analytics/BI,Financial Analyst,Insurance,B,Others,Grad,Economics,Delhi,1994.0,Economics,Delhi,1996.0,Kanpur,Mangalore,2411396,Y,D,4,6,0,0,2839659
58192,21,2,Marketing,Sales Manager,Automobile,M,HR,PG,Psychology,Kolkata,1991.0,Psychology,Kolkata,1993.0,Mangalore,Bhubaneswar,3355317,Y,Key_Performer,3,3,0,0,4429018
21548,7,5,Others,Analyst,Training,O,Data Analyst,Grad,Arts,Mangalore,2013.0,Arts,Mangalore,2012.0,Ahmedabad,Ahmedabad,1386905,N,Key_Performer,1,0,0,0,1802976
48958,3,2,IT-Software,Scientist,FMCG,A,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Lucknow,Bhubaneswar,467320,Y,C,1,3,2,0,558914
48474,16,0,Healthcare,Head,IT,K,Assistant Manager,PG,Sociology,Delhi,1998.0,Others,Delhi,2000.0,Nagpur,Pune,3113387,N,A,2,6,0,0,4047403
54398,22,8,Marketing,Sales Execituve,Training,D,HR,PG,Psychology,Kolkata,1998.0,Psychology,Kolkata,2011.0,Delhi,Ahmedabad,3275103,N,A,3,1,1,0,4257633
38447,2,0,Analytics/BI,Data scientist,Automobile,I,Consultant,Doctorate,Psychology,Lucknow,2018.0,Mathematics,Bhubaneswar,2006.0,Surat,Lucknow,703098,N,B,3,0,0,0,878872
28994,17,0,Others,Head,Others,N,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Jaipur,2773278,Y,Key_Performer,3,7,1,1,3605261
36932,8,6,HR,Senior Researcher,Retail,C,Manager,Doctorate,Sociology,Kolkata,2006.0,Sociology,Kolkata,2008.0,Kanpur,Bangalore,1517369,N,A,2,8,0,0,2130386
57406,21,1,Education,Head,Retail,K,Consultant,PG,Zoology,Ahmedabad,1999.0,Zoology,Ahmedabad,2014.0,Bhubaneswar,Kanpur,2447661,N,D,2,1,1,1,2927402
53836,8,7,Others,Business Analyst,Telecom,P,Assistant Manager,Grad,Botony,Bangalore,2012.0,Others,Bangalore,2015.0,Chennai,Chennai,1469350,N,D,5,0,0,0,1689752
57464,7,2,Marketing,Others,BFSI,I,Data Analyst,PG,Statistics,Bangalore,2006.0,Statistics,Bangalore,2008.0,Bhubaneswar,Pune,1176379,N,C,3,4,1,0,1406949
12382,12,0,HR,CEO,Automobile,N,HR,PG,Botony,Bhubaneswar,2008.0,Botony,Bhubaneswar,2011.0,Pune,Jaipur,2203495,N,D,4,0,1,0,2635380
26936,12,10,Analytics/BI,CEO,FMCG,D,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Bangalore,Bhubaneswar,1507636,N,B,3,1,0,1,1884545
29271,23,11,Banking,Analyst,BFSI,E,Data Analyst,Doctorate,Economics,Pune,1988.0,Economics,Pune,1990.0,Lucknow,Mumbai,2266835,Y,C,4,4,0,0,2919683
34189,1,1,Healthcare,Sales Execituve,Telecom,L,Software Developer,Grad,Economics,Pune,2011.0,Economics,Pune,2013.0,Mumbai,Chennai,614337,N,B,1,6,2,0,767921
54500,17,10,Top Management,Others,Aviation,F,Medical Officer,Doctorate,Zoology,Mangalore,1995.0,Zoology,Mangalore,1997.0,Kanpur,Chennai,2391548,Y,Key_Performer,3,7,0,0,3348167
18748,9,2,Sales,Project Manager,Training,D,Product Manager,PG,Botony,Mangalore,2005.0,Botony,Mangalore,2007.0,Mangalore,Guwahati,1346290,N,B,6,7,0,0,1750177
27363,0,0,Marketing,Others,Training,M,HR,PG,Others,Mumbai,2012.0,Statistics,Mumbai,2014.0,Jaipur,Delhi,0,N,B,0,8,1,0,537829
42626,24,20,IT-Software,Scientist,FMCG,F,CA,Doctorate,Statistics,Nagpur,1988.0,Statistics,Nagpur,1990.0,Mangalore,Bhubaneswar,2453994,Y,C,2,3,0,0,3160744
23329,0,0,Marketing,Others,Training,M,HR,PG,Mathematics,Pune,2014.0,Mathematics,Pune,2016.0,Mumbai,Mangalore,0,N,B,0,3,1,0,615639
21265,18,7,Accounts,Sales Execituve,BFSI,C,Assistant Manager,PG,Statistics,Bangalore,1994.0,Statistics,Bangalore,1996.0,Mumbai,Bangalore,1681654,N,A,2,4,3,0,2186150
20069,8,1,Marketing,Consultant,Retail,J,HR,Doctorate,Sociology,Nagpur,2012.0,Mathematics,Bhubaneswar,2006.0,Guwahati,Bhubaneswar,2117140,N,D,6,1,0,0,2629487
59618,7,4,Engineering,Consultant,Retail,F,Web Designer,PG,Engineering,Guwahati,2013.0,Engineering,Guwahati,2010.0,Mumbai,Kanpur,1298881,N,Key_Performer,4,1,2,0,1756087
34049,23,15,Sales,Project Manager,Training,P,Research Analyst,Grad,Sociology,Pune,1990.0,Sociology,Pune,1992.0,Nagpur,Ahmedabad,2590181,N,B,3,5,4,0,3237726
59529,13,10,Healthcare,Researcher,Analytics,A,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Surat,Lucknow,1284758,N,D,4,0,1,0,1477471
34395,15,2,Marketing,Consultant,Automobile,I,HR,Doctorate,Sociology,Pune,1996.0,Sociology,Pune,1998.0,Lucknow,Bhubaneswar,2401145,Y,Key_Performer,2,5,0,0,3361603
41934,13,10,Healthcare,Bio statistician,FMCG,A,Consultant,Grad,Mathematics,Bhubaneswar,2000.0,Mathematics,Bhubaneswar,2002.0,Surat,Pune,1970446,N,A,5,3,0,0,2463057
10424,12,10,Marketing,CEO,BFSI,J,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Jaipur,Guwahati,1664584,N,A,3,1,2,0,2080730
33217,15,1,Others,Analyst,Telecom,D,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Lucknow,2668199,Y,C,2,7,4,0,3191166
33316,15,7,IT-Software,CEO,IT,E,Manager,PG,Mathematics,Surat,1997.0,Mathematics,Surat,1999.0,Jaipur,Ahmedabad,2177230,Y,C,4,8,1,0,2644028
29254,3,0,Sales,Sales Execituve,Automobile,J,HR,Grad,Sociology,Ahmedabad,2017.0,Sociology,Ahmedabad,2016.0,Chennai,Chennai,554011,N,B,1,2,0,0,692513
49352,18,9,Engineering,Team Lead,Others,F,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Delhi,Kanpur,2378907,N,A,5,3,4,0,2973633
19079,6,2,Banking,Consultant,Training,H,Marketing Manager,Doctorate,Economics,Pune,2005.0,Economics,Pune,2007.0,Bangalore,Bangalore,1656422,N,C,1,8,0,0,2057276
38774,1,1,Healthcare,Researcher,Telecom,F,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Guwahati,Kanpur,459299,N,C,2,6,2,0,528193
33124,18,8,IT-Software,Team Lead,Aviation,A,Assistant Manager,Grad,Engineering,Mumbai,1995.0,Engineering,Mumbai,1997.0,Surat,Nagpur,2613952,N,D,2,5,4,0,3006044
32229,21,10,Analytics/BI,Others,BFSI,M,Research Analyst,PG,Zoology,Nagpur,1999.0,Zoology,Nagpur,2022.0,Bhubaneswar,Ahmedabad,2951950,Y,Key_Performer,3,1,1,0,3896574
26087,0,0,Marketing,Others,Training,M,HR,Grad,Zoology,Bhubaneswar,2013.0,Others,Bhubaneswar,2015.0,Guwahati,Ahmedabad,0,N,B,0,4,0,0,576309
51544,10,5,Analytics/BI,Analyst,Telecom,A,HR,Grad,Chemistry,Guwahati,2001.0,Chemistry,Guwahati,2003.0,Ahmedabad,Nagpur,1970180,N,C,4,5,0,0,2265707
